index_x,unique_id,ds,Naive,SeasonalNaive,AutoARIMA,AutoETS,index_y,LGBMRegressor,index,NBEATS,NHITS
27,hotel_0,2023-06-30,0.691358024691358,0.691358024691358,0.658472971888251,0.6383032223681587,27,0.7309274537872543,27,0.8666008,0.80600584
28,hotel_105,2023-06-03,0.949685534591195,1.0,0.9664051522215633,1.0167414209470118,28,0.9628093548511478,28,0.9911119,0.985758
29,hotel_105,2023-06-04,0.949685534591195,0.9056603773584906,0.8834538070662173,0.799594433828028,29,0.8881947318312196,29,0.81895757,0.81379175
30,hotel_105,2023-06-05,0.949685534591195,0.9182389937106918,0.9218135910520796,0.9239283380250877,30,0.9054635970718967,30,0.9027833,0.89529824
31,hotel_105,2023-06-06,0.949685534591195,0.9748427672955975,0.939185583228664,0.9641710582387015,31,0.9413088991093083,31,0.97889495,0.9734543
32,hotel_105,2023-06-07,0.949685534591195,1.0125786163522013,0.9653105251136082,0.9588699457111701,32,0.9885740966591045,32,0.97378457,0.9709973
33,hotel_105,2023-06-08,0.949685534591195,0.8930817610062893,0.906102146759469,0.8574510781853502,33,0.9521356411840739,33,0.90661955,0.89543957
34,hotel_105,2023-06-09,0.949685534591195,0.949685534591195,0.9453847176615141,0.9748835792868034,34,0.9659887623488129,34,0.962107,0.9549378
35,hotel_105,2023-06-10,0.949685534591195,1.0,0.9488474520653645,1.0167414209470118,35,0.9579954561724484,35,1.0074188,0.97475326
36,hotel_105,2023-06-11,0.949685534591195,0.9056603773584906,0.8901813081122005,0.799594433828028,36,0.8680228732312877,36,0.81524754,0.8034809
37,hotel_105,2023-06-12,0.949685534591195,0.9182389937106918,0.9071840030546588,0.9239283380250877,37,0.9069086007681979,37,0.89952576,0.88908345
38,hotel_105,2023-06-13,0.949685534591195,0.9748427672955975,0.9311973249588017,0.9641710582387015,38,0.9428354989287421,38,0.96694666,0.9623913
39,hotel_105,2023-06-14,0.949685534591195,1.0125786163522013,0.9521516016804481,0.9588699457111701,39,0.9666558336410005,39,0.984216,0.9649143
40,hotel_105,2023-06-15,0.949685534591195,0.8930817610062893,0.8935932669603419,0.8574510781853502,40,0.9290779263522643,40,0.9053316,0.89970946
41,hotel_105,2023-06-16,0.949685534591195,0.949685534591195,0.9251095444834783,0.9748835792868034,41,0.9451141097086349,41,0.9853255,0.96136576
42,hotel_105,2023-06-17,0.949685534591195,1.0,0.9316355585305071,1.0167414209470118,42,0.9605353387796826,42,0.9900717,0.9822011
43,hotel_105,2023-06-18,0.949685534591195,0.9056603773584906,0.885018690536866,0.799594433828028,43,0.8866840368716272,43,0.8043258,0.80141854
